,machine_id,mem_util_percent,label
2018-01-03 13:55:00,m_1939,91.16666666666669,Anomaly
2018-01-03 14:00:00,m_1939,92.33333333333331,Anomaly
2018-01-03 14:05:00,m_1939,91.5,Anomaly
2018-01-03 14:10:00,m_1939,93.0,Anomaly
2018-01-03 14:15:00,m_1939,92.0,Anomaly
2018-01-03 14:20:00,m_1939,93.5,Anomaly
2018-01-03 14:25:00,m_1939,95.0,Anomaly
2018-01-03 14:30:00,m_1939,94.5,Anomaly
2018-01-03 14:35:00,m_1939,91.0,Anomaly
2018-01-03 14:40:00,m_1939,90.66666666666669,Anomaly
2018-01-03 14:45:00,m_1939,92.0,Anomaly
2018-01-03 14:55:00,m_1939,93.0,Anomaly
2018-01-03 15:00:00,m_1939,95.0,Anomaly
2018-01-03 15:05:00,m_1939,96.0,Anomaly
2018-01-03 15:10:00,m_1939,95.2,Anomaly
2018-01-03 15:15:00,m_1939,94.66666666666669,Anomaly
2018-01-03 15:20:00,m_1939,95.0,Anomaly
2018-01-03 15:25:00,m_1939,92.33333333333331,Anomaly
2018-01-03 15:30:00,m_1939,92.0,Anomaly
2018-01-03 15:35:00,m_1939,92.33333333333331,Anomaly
2018-01-03 15:40:00,m_1939,93.33333333333331,Anomaly
2018-01-03 15:45:00,m_1939,93.0,Anomaly
2018-01-03 15:50:00,m_1939,91.66666666666669,Anomaly
2018-01-03 16:00:00,m_1939,91.16666666666669,Anomaly
2018-01-03 16:05:00,m_1939,91.0,Anomaly
2018-01-03 16:15:00,m_1939,93.0,Anomaly
2018-01-03 16:20:00,m_1939,92.33333333333331,Anomaly
2018-01-03 16:25:00,m_1939,94.0,Anomaly
2018-01-03 16:30:00,m_1939,95.0,Anomaly
2018-01-03 16:35:00,m_1939,95.0,Anomaly
2018-01-03 16:40:00,m_1939,94.75,Anomaly
2018-01-03 16:45:00,m_1939,95.0,Anomaly
2018-01-03 16:50:00,m_1939,95.5,Anomaly
2018-01-03 16:55:00,m_1939,96.0,Anomaly
2018-01-03 17:00:00,m_1939,96.5,Anomaly
2018-01-03 17:05:00,m_1939,92.42857142857143,Anomaly
2018-01-03 17:10:00,m_1939,93.33333333333331,Anomaly
2018-01-03 17:15:00,m_1939,91.66666666666669,Anomaly
2018-01-03 17:20:00,m_1939,94.0,Anomaly
2018-01-03 17:25:00,m_1939,92.0,Anomaly
2018-01-03 17:30:00,m_1939,89.22222222222223,Anomaly
2018-01-03 17:35:00,m_1939,89.5,Anomaly
2018-01-03 17:40:00,m_1939,90.0,Anomaly
2018-01-03 17:45:00,m_1939,89.5,Anomaly
2018-01-03 17:50:00,m_1939,92.0,Anomaly
2018-01-03 17:55:00,m_1939,93.5,Anomaly
2018-01-03 18:00:00,m_1939,95.0,Anomaly
2018-01-03 18:05:00,m_1939,95.2,Anomaly
2018-01-03 18:10:00,m_1939,93.0,Anomaly
2018-01-03 18:15:00,m_1939,93.0,Anomaly
2018-01-03 18:20:00,m_1939,92.75,Anomaly
2018-01-03 18:25:00,m_1939,93.5,Anomaly
2018-01-03 18:30:00,m_1939,95.66666666666669,Anomaly
2018-01-03 18:35:00,m_1939,95.0,Anomaly
2018-01-03 18:40:00,m_1939,95.0,Anomaly
2018-01-03 18:45:00,m_1939,94.25,Anomaly
2018-01-03 18:50:00,m_1939,94.33333333333331,Anomaly
